SLUG,SYMBOL,NAME
 cenfura-token,XCF, XCF Token
 ethichub,ETHIX, EthicHub
 xspectar,XSPECTAR, xSPECTAR
 bnb-chain-all-best-ico,BNBALLBI, BNB CHAIN ALL BEST ICO
 sup,SUP, SUP
 fnk-wallet,FNK, FNK wallet
 enterbutton,ENTC, ENTERBUTTON
 labracoin,LABRA, LabraCoin
 verve,VERVE, Verve
 urfaspor-token,URFA, Urfaspor Token
 monfter-token,MON, Monfter
 law-token,LAW, LAW TOKEN
 ark-rivals,ARKN, Ark Rivals
 wairere-token,WAI, Wanaka Farm WAIRERE Token
 playchip,PLA, PlayChip
 neuralink,NEURALINK, Neuralink
 peecoin-charts,PEECOIN, PeeCoin Charts
 metapay,MPAY, Metapay
 luna-inu,$LUNAINU, Luna Inu
 maskdoge,MASKDOGE, MaskDoge
 spiderdao,SPDR, SpiderDAO
 uniform-fiscal-object,UFO, Uniform Fiscal Object
 corgidoge-real-estate-payment,CORGI, Corgidoge
 darleygo-essence,DGE, DarleyGo Essence
 30mb-token,3OMB, 3OMB Token
 rxcgames,RXCG, RXCGames
 seatoken,SEA, Sea Token
 icecream-shares,CSHARE, IceCream Shares
 crypto-island,CISLA, Crypto Island
 tontoken,TON, TON Token
 miniverse-share,MSHARE, Miniverse Share
 packageportal,PORT, PackagePortal
 basis-share,BAS, Basis Share
 everestcoin,EVCoin, EverestCoin
 wifedoge,WIFEDOGE, WifeDoge
 cakepad,CKP, CAKEPAD LaunchPAD
 deltaflare,HONR, DeltaFlare
 glow-v2,GlowV2, GlowV2
 myteamcoin,MYC, Myteamcoin
 aurusgold,AWG, AurusGOLD
 aerochain,AERO-V2, Aerochain V2
 stash-capital,STASH, Stash
 balloon-x,BLX, Balloon-X
 polkaparty,POLP, PolkaParty
 greentrust,GNT, GreenTrust
 starname,IOV, Starname
 walletnow,WNOW, WalletNow
 minter-hub,HUB, Minter HUB
 ara-blocks,ARA, Ara Blocks
 burningmoon,BM, BurningMoon
 fluffy-coin,FLUF, Fluffy Coin
 trustworks,TRUST, Trustworks
 metabolic,MTBC, Metabolic
 orbit1,ORBIT, Orbit
 cougar,CGS, Cougar
 acestarter,ASTAR, AceStarter
 plata-network,PLATA, Plata Network
 piggy-finance-io,PIGGY, Piggy Finance
 metaderby,DBY, MetaDerby
 richcity,RICH, RichCity
 bighbull,BIGB, BighBull
 bankless-defi-innovation-index,GMI, Bankless DeFi Innovation Index
 haven-token,HAVEN, Haven token
 dragonbite,BITE, DragonBite
 magic-elpis-gem,MEG, Magic Elpis Gem
 chain-colosseum,COLOS, Chain Colosseum
 a2a-50x-com,A2A, A2A
 metabet,MBET, MetaBET
 quiverx,QRX, QuiverX
 fanzy,FX1, FANZY
 cosmik-finance,COSMIK, Cosmik Finance
 4move,4MOVE, 4MOVE
 qubit,QBT, Qubit
 smart-marketing-token,SMT, Smart Marketing Token
 happy-land,HPL, HappyLand
 defi-coin,DEFC, Defi Coin
 cops-finance,COPS, COPS FINANCE
 revolutiongames,RVLNG, RevolutionGames
 annihilationce,ANCE, AnnihilationCE
 3x-long-midcap-index-token,MIDBULL, 3X Long Midcap Index Token
 caketools,CKT, Caketools
 devour-token,RESTAURANTS, Devour Token
 santa-floki-v2,HOHOHO V2.0, Santa Floki v2.0
 solapefinance,SOLAPE, SolAPE Token
 algogems,GEMS, AlgoGems
 phuture,PHTR, Phuture
 jumbo,JUB, Jumbo
 xeus,XEUS, XEUS
 kyuubi,$KYUB, Kyuubi
 doom-hero-dao,DHD, Doom Hero Dao
 x,X, X
 pixel-swap,PIXEL, Pixel Swap
 jswap-finance,JF, Jswap.Finance
 shibas-wife,SHIBASWIFE, Shiba's Wife
 piedao-defi-large-cap,DEFI+L, PieDAO DEFI Large Cap
 elis,XLS, ELIS
 gymmov,GYM, GymMov
 xre-global,XRE, XRE Global
 crypto-soccer,CSC, Crypto Soccer
 the-swappery,SWPR, The Swappery
 luckychip,LC, LuckyChip
 defi-hunters-dao,DDAO, DeFi Hunters DAO
 bae,BAE, BAE
 hare-plus,HARE PLUS, Hare Plus
 fashion-coin,FSHN, Fashion Coin
 orclands-metaverse,ORC, Orclands Metaverse
 gale-network,GALE, Gale Network
 ixinium,XXA, Ixinium
 brainiac-farm,BRAINS, Brainiac Farm
 metafame,BMF, MetaFame
 manyswap,MANY, Manyswap
 cryptonite-token,CTNT, Cryptonite
 dao-farmer-dfw,DFW, DAO Farmer DFW
 duzce-token,DUZCE, Duzce Token
 metatariff,RIFF, MetaTariff
 multiversepad,MTVP, MultiversePad
 mystic-poker,MYP, Mystic Poker
 first-eleven,F11, First Eleven
 vsolidus,VSOL, VSolidus
 fishingtown,FHTN, FishingTown
 pokedx,PDX, PokeDX
 hierocoin,BAR, Hierocoin
 kols-offering-token,KOT, Kols Offering Token
 yocoin-yoco,YOCO, YoCoin
 fado-go,FADO, FADO Go
 abeychain,ABEY, ABEY
 frogex,FROGEX, FrogeX
 one-share,ONS, One Share
 sashimi,SASHIMI, Sashimi
 helkin,HK, Helkin
 hummingbird-egg-token,HEGG, NestSwap
 uland,ULAND, ULAND
 lit,LIT, LIT
 peculium-v2,PCL, PECULIUM
 space-crypto-spe,SPE, Space Crypto (SPE)
 zytara-dollar,ZUSD, Zytara dollar
 mobius-money,MOBI, Mobius Money
 silverway,SLV, Silverway
 metabusdcoin,MBC, MetaBUSDCoin
 agave,AGVE, Agave
 holdermoon,HLM, HolderMoon
 safewages,SAFEW, SafeWages
 dogegayson,GOGE, Doge Gay Son
 tyche-lotto,TYCHE, TYCHE Lotto
 bonfire,BONFIRE, Bonfire
 ipulse,PLS, iPulse
 miniverse-dollar,MVDOLLAR, MiniVerse Dollar
 sekopay,SEKO, SEKOPAY
 defi-connect,DFC, Defi Connect
 xave-coin,XVC, Xave Coin
 weyu,WEYU, WEYU
 cryptocars,CCAR, CryptoCars
 carb,CARB, Carbon
 ferret,FRT, Ferret
 onebit,1BIT, OneBit
 scientix,SCIX, Scientix
 bat-true-dollar,BTD, Bolt Dollar
 tales-of-chain,TALE, Tales Of Chain
 grim-finance,REAPER, Grim Finance
 plato-farm-mark,MARK, Plato Farm (MARK)
 monnos,MNS, MONNOS
 space-cow-boy,SCB, Space Cow Boy
 bmail,BML, Bmail
 metan-evolutions,METAN, Metan Evolutions
 ak12,AK12, AK12
 overmoon,OVM, Overmoon
 step-c,STC, Step C
 cowboy-snake,COWS, Cowboy Snake
 poriverse,RIKEN, Poriverse
 foodpay,FOODPAY, FoodPay
 keyswap,KEYSWAP, KeySwap
 portal,PORTAL, Portal
 global-reserve-system,GLOB, Global Reserve System
 parasol-finance,PSOL, Parasol Finance
 iou,IOUX, IOU
 spaceshib,SPACESHIB, SpaceSHIB
 totoro-inu,TOTORO, Totoro Inu
 diamondtoken,DIAMOND, DiamondToken
 wrapped-staked-olympus,WSOHM, Wrapped Staked Olympus
 1x-short-dogecoin-token,DOGEHEDGE, 1X Short Dogecoin Token
 bizzcoin,BIZZ, BIZZCOIN
 goblin,GOBLIN, Goblin
 autobusd,ABS, Autobusd
 epichero-3d-nft,EPICHERO, EpicHero 3D NFT
 quoth,QUOTH, Quoth
 immortl,IMRTL, Immortl
 trodl,TRO, Trodl
 metatoll,TAX, MetaToll
 civic-power,POWER, Civic Power
 sonofshib,SON, Son of Shib
 bitmic,BMIC, BITMIC
 hunter-crypto-coin,HCC, Hunter Crypto Coin
 ore-token,ORE, ORE Token
 bytz,BYTZ, BYTZ
 hoppy,HOP, HOPPY
 cvip,CVIP, CVIP
 chinazilla,CHINAZILLA, ChinaZilla
 gric-coin,GC, Gric Coin
 mover,MOVE, Mover
 articoin-solana,ATC, Articoin solana
 galaxy-essential,GXE, Galaxy Essential
 sincere-cate,$SCATE, Sincere Cate
 lockness,LKN, Lockness
 thefutbolcoin,TFC, TheFutbolCoin
 jindo-inu,JIND, JINDO INU
 noshit,NSH, NOSHIT
 tipsy,TIPSY, Tipsy
 super-bitcoin,SBTC, Super Bitcoin
 crossswap,CSWAP, CrossSwap
 alligatork,TORK, Alligatork
 wisteria-swap,WST, Wisteria Swap
 jurassic-token,JRSC, Jurassic Token
 x-consoles,GAME, X-Consoles
 harrypotterobamasonic10inu,BITCOIN, HarryPotterObamaSonic10Inu
 mindfolk-wood,$WOOD, Mindfolk Wood
 alpaca-usd,AUSD, Alpaca USD
 infam,INF, INFAM
 monster-battle,MBS, Monster Battle
 sportoken,SPT, Sportoken
 milky-token,MILKY, Milky Token
 erzurumspor-token,ERZ, Erzurumspor Token
 metadubai,MDB, MetaDubai
 one-piece,ONEPIECE, ONE PIECE
 loot-dollar,LOOTDOLLAR, Loot Dollar
 belka-project,BELKA, Belka
 rasta-finance,RASTA, ZionLabs Token
 oec-shib,SHIBK, OEC SHIB
 nft-royal-token,NRT, NFT ROYAL TOKEN
 ethfan-burn,$EFB, ETHFan Burn
 kucoin-launchpad,KCLP, Kross Chain LaunchPad
 meishu,MEISHU, Meishu
 dot-arcade,ADT, Dot Arcade
 subgame,SGB, SubGame
 defiplaza,DFP2, DefiPlaza
 foliowatch,FWATCH, Foliowatch
 panda-coin,PANDA, Panda Coin
 metanft,MNFT, MetaNFT
 wrapped-moonriver,WMOVR, Wrapped Moonriver
 rolaz-gold,rGLD, Rolaz Gold
 payrue-propel,PROPEL, PayRue (Propel)
 tokenarium,TKNRM, Tokenarium
 ninja-squad-token,NST, Ninja Squad Token
 its-not-art,NOTART, Its Not Art
 unit-protocol-duck,DUCK, Unit Protocol Duck
 claimswap,CLA, ClaimSwap
 pangolin-swap,PANGOLIN, Pangolin Swap
 axia-protocol,AXIA, Axia Protocol
 xdefi,XDEX, xDeFi
 wallstreet-finance-app,WSF, WallStreet Finance
 weentar,$WNTR, Weentar
 moshiheads,MOSHI, Moshiheads
 rugzombie,ZMBE, RugZombie
 swincoin,SWIN, SwinCoin
 safutitano,SAFTI, SafuTitano
 coffin-dollar,COUSD, Coffin Dollar
 kaby-gaming-token,KGT, Kaby Gaming Token
 ezillion,EZI, Ezillion
 the-plant-dao,SPROUT, The Plant Dao
 gods-and-legends,GNLR, Gods and Legends
 ammyi-coin,AMI, AMMYI Coin
 ari-swap,ARI, Ari Swap
 crypto-shield,SHIELD, Crypto Shield
 worldcoin,WDC, WorldCoin
 aetherv2,ATH, AetherV2
 the-peoples-coin,PEEPS, The People's Coin
 football-stars,FootballStars, Football Stars
 pika,PIKA, Pika
 nami-corporation-token,NAMI, Nami Corporation
 blockpad,BLOS, Blockius
 akita-inu-akta,AKTA, Akita Inu
 small-fish-cookie,SFC, Small Fish Cookie
 acy-finance,ACY, ACY FINANCE
 akitavax,AKITAX, Akitavax
 prize-coin,PRZ, Prize Coin
 travel-care-v2,TRAVEL, Travel Care
 darkness-dollar,DUSD, Darkness Dollar
 dart-inu,DART, DART Inu
 bro-token,BRO, Bro Token
 bitcoin-asset-new,BTA, Bitcoin Asset
 stone-age-nft-marketplace,GES, Stone Age NFT Marketplace
 koromaru,KOROMARU, KOROMARU
 forge-finance,FORGE, Forge Finance
 evereth,EVERETH, EverETH
 dexalot,ALOT, Dexalot
 shibonk,SHIBO, Shibonk
 solcash,SOLCASH, SOLCash
 blox-token,BLOX, Blox Token
 xmark,XMARK, xMARK
 elonbank,ELONBANK, ElonBank
 shoppi-coin,SHOP, Shoppi Coin
 umi-digital,UMI, Umi Digital
 the-garden,TGC, The Garden
 hare,HARE, Hare
 abell-coin,ABC, Abell Coin
 chilliswap,CHLI, ChilliSwap
 blockster,BXR, Blockster
 flits,FLS, Flits
 netswap,NETT, Netswap
 baby-zoro-inu,BABYZOROINU, Baby Zoro Inu
 betswirl,BETS, BetSwirl
 sensi,SENSI, Sensi
 ratio-finance,RATIO, Ratio Finance
 dark-land-survival,BIG, Dark Land Survival
 roboots,RBO, Roboots
 sportsicon,ICONS, SportsIcon
 scary-chain-capital-new,SCC, Scary Chain Capital v2
 saint-inu,SAINT, Saint Inu
 krill-token,KRILL, Krill
 dogeville,DVILLE, DogeVille
 beglobaldao,GLBD, BeglobalDAO
 animverse,ANM, Animverse
 the-reaper,RPR, The Reaper
 mound-token,MND, Mound Token
 poorquack-com,POOR, PoorQuack
 eclipse-ecp,ECP, Eclipse
 hash-token,HASH, HASH Token
 insuredao,INSURE, InsureDAO
 space-pig-coin,SPACEPIG, Space Pig Coin
 pasta-finance,PASTA, Pasta Finance
 spinada-cash,SPIN, Spinada.cash
 ethernal-finance,ETHFIN, Ethernal Finance
 little-bunny-rocket,LBR, Little Bunny Rocket
 spartan-token,SPA, Spartans
 nest-arcade,NESTA, Nest Arcade
 crypto-classic,CRC, Crypto Classic
 hippo-protocol,HIPPO, Hippo Protocol
 airbnb-tokenized-stock-ftx,ABNB, Airbnb tokenized stock FTX
 qawalla,QWLA, Qawalla
 hunnydao,LOVE, HunnyDAO
 decubate,DCB, Decubate
 tsukiverse-galactic-adventures,TSUGA, Tsukiverse:Galactic Adventures
 r34p,R34P, R34P
 artkit,ARTI, ArtKit
 universe-finance,UNT, Universe Finance
 crazyminer,PWR, CrazyMiner
 riot-racers,RIOT, Riot Racers
 algory-project,ALG, Algory Project
 gamesta,GSG, Gamesta
 hello-gophers,SHARD, Hello Gophers
 dao-farmer-dfg,DFG, DAO Farmer DFG
 astrospaces,SPACES, AstroSpaces.io
 revoluzion,RVZ, Revoluzion
 ainu-token,AINU, Ainu Token
 zirve-coin,ZIRVE, Zirve Coin
 happy-birthday-coin,HBDC, happy birthday coin
 food-farmer-finance,FFF, Food Farmer Finance
 celolaunch,cLA, CeloLaunch
 wasdaq-finance,WSDQ, Wasdaq Finance
 tokenplay,TOP, Tokenplay
 smartcoin-farm-smrtr,SMRTR, SmarterCoin (SMRTr)
 rabet,RBT, Rabet
 shiba-universe,SHIBU, Shiba Universe
 real-metagaming,RMG, META Gaming
 eska,ESK, Eska
 morpheus-token,MORPH, Morpheus Token
 solchicks-shards,SHARDS, SolChicks Shards
 multifi,MLM, MULTIFI
 drachma,DRA, Drachma
 shibabnb-org,SHIBABNB, ShibaBNB.org
 gym-token,GYM, GYM Token
 coalculus,COAL, Coalculus
 guitarswap,GUT, GuitarSwap
 onyx,ONYX, Onyx
 heroverse-hes,HES, Hero Essence
 sport-investing,SITX, Sport Investing
 babydogezilla,BABYDOGEZILLA, BabyDogeZilla
 chaincorn,CORNX, Chaincorn
 evolution,GEN, Evolution
 ecio,ECIO, Ecio
 baby-floki,BABYFLOKI, Baby Floki (BSC)
 ashward,ASC, Ashward
 mymessage,MESA, myMessage
 ring,RING, RingFi
 honorland,HONOR, HonorLand
 amateras,AMT, AMATERAS
 vira-lata-finance,REAU, Vira-lata Finance
 lever-token,LEV, Lever Token
 sacred-tails,ST, Sacred Tails
 puzzle-and-dragons-x,PADX, Puzzle And Dragons X
 token-shelby,TSY, TOKEN SHELBY
 cakeswap,CAKESWAP, CakeSwap
 swapship,SWSH, SwapShip
 princess-striker-gem,PRSG, Princess Striker Gem
 5star-protocol,5STAR, 5STAR Protocol
 ofi-cash,OFI, OFI.CASH
 starstream,STARS, Starstream
 unitedcrowd,UCT, UnitedCrowd
 collegecoinnetwork,CCN, CollegeCoinNetwork
 maximizer,MAXI, Maximizer
 aurora-token,ADTX, Aurora Token
 lyfe-gold,LGOLD, LYFE GOLD
 draken,DRK, Draken
 inu-wars,IWR, Inu Wars
 cylum-finance,CYM, Cylum Finance
 5km,KMT, 5KM
 aurusdefi,AWX, AurusDeFi
 kingpad,CROWN, KingPad
 3shares,3SHARE, 3Share
 nil-dao,NIL, Nil DAO
 inheritance-art,IAI, inheritance Art
 mona,MONA, Monaco Planet
 gamingdoge,GAMINGDOGE, GAMINGDOGE
 metaplanet,MPL, MetaPlanet
 nexus-folio,$NEXUS, Nexus Crypto Services
 toyo,TOYO, TOYO
 duckduck,DUCK, DuckDuck
 diamond-boyz-coin,DBZ, Diamond Boyz Coin
 charm,CHARM, Charm
 thors-mead,MEAD, Thors Mead
 snakecity,SNCT, SnakeCity
 mondo-community-coin,MNDCC, Mondo Community Coin
 investin,IVN, Investin
 nftblackmarket,NBM, NFTBlackMarket
 dexpools,DXP, Dexpools
 raider-token,RAID, Raider Token
 divewallet-token,DWT, DiveWallet Token
 avax-nodes,ANODE, Avax Nodes
 cryptosaga,SAGA, CryptoSaga
 capital-x-cell,CXC, CAPITAL X CELL
 historia,HTA, Historia
 ixirswap,IXIR, ixirswap
 moonedge,MOONED, MoonEdge
 acryptos,ACS, ACryptoS
 decentralized-universal-basic-income,DUBI, Decentralized Universal Basic Income
 ethos-project,ETHOS, Ethos Project
 legiodao,LGO, LegioDAO
 new-era,NEC, New Era
 wizard,WIZARD, WIZARD
 floshin-token,FLOSHIN, Floshin Token
 zeldaverse,ZVRS, ZeldaVerse
 black-eye-galaxy,BYG, Black Eye Galaxy
 rope-token,ROPE, ROPE Token
 sopay,SOP, SoPay
 oragonx,ORGN, OragonX
 walterinu,$WINU, Walter Inu
 bountie,BOUNTIE, Bountie Hunter
 exohood,EXO, Exohood
 relbit,RLB, Relbit
 wallet-plus-x,WPX, Wallet Plus X
 multipad,MPAD, MultiPad
 stt,STT, Monsta Infinite
 saitanobi,SAITANOBI, Saitanobi
 netcoincapital,NCC, Netcoincapital
 green-chart,GREEN, Green Chart
 polyx,PXT, POLYX
 statik,STATIK, Statik
 bitcoin-city-coin,BCITY, Bitcoin City Coin
 hina-inu,HINA, Hina Inu
 boda-token,BODAV2, BODA Token
 movecash,MCA, MoveCash
 carbon-token,GEMS, CARBON
 blueshift,BLUES, Blueshift
 onlexpa,onLEXpa, onLEXpa
 quincoin,QIN, QuinCoin
 xtoken,XTK, xToken
 maticlaunch,MTCL, MaticLaunch
 dain,DAIN, DAIN
 auroracoin,AUR, Auroracoin
 aavegotchi-alpha,ALPHA, Aavegotchi ALPHA
 katsumi,KATSUMI, Katsumi
 beach-token,BEACH, Beach Token
 entropyfi,ERP, Entropyfi
 nintia-estate,NINTI, Nintia Estate
 mundo,$MUNDO, Mundo
 pinknode,PNODE, Pinknode
 eternal-cash,EC, Eternal Cash
 lyfe-silver,LSILVER, Lyfe Silver
 devil-finance,DEVIL, Devil Finance
 collector-coin,AGS, Collector Coin
 babyokx-token,BABYOKX, BABYOKX
 eternalflow,EFT, EternalFlow
 krypto-pets,KPETS, Krypto Pets
 moonway,MOONWAY, MoonWay
 dappsy,APP, Dappsy
 launchwall,WALL, LaunchWall
 eswapping-v2,ESWAPV2, eSwapping v2
 ioex,IOEX, IOEX
 void-games,VOID, Void
 joe-hat-token,HAT, Joe Hat Token
 yooshiba-inu,$YSHIBAINU, Yooshiba Inu
 darkmatter-token,DMT, DarkMatter
 butterfly-protocol-2,BFLY, Butterfly Protocol
 wifi-coin,WIFI, Wifi Coin
 corsac,CORSACV2, Corsac
 matrixswap,MATRIX, Matrix Labs
 enhancetoken,ENH, Enhance
 supermoon,OSM, Supermoon
 honeybee,BEE, HoneyBee
 greed-ecosystem,GREED, Greed
 the-last-war,TLW, The Last War
 degemv2,DGMV2, degemV2
 crabada-amulet,CRAM, Crabada Amulet
 qube-crypto-space,QUBE, Qube Crypto Space
 moonrock-v2,ROCK, MoonRock V2
 arte,ARTE, ARTE
 darth,DAH, DARTH
 piratera,PIRA, Piratera
 zoo-token,ZOOT, Zoo Token
 1nft,1NFT, 1NFT
 space-game-ores,$ORES, Space Game ORES
 alpha-pad,APAD, Alpha Pad
 3x-long-okb-token,OKBBULL, 3X Long OKB Token
 canadian-inuit-dog,CADINU, Canadian Inuit Dog
 nosana,NOS, Nosana
 openstream-world,OSW, OpenStream World
 baby-cake,BC2.1, BabyCake
 bulldog-billionaires,BONE, Bulldog Billionaires
 disciplina,DSCPL, DISCIPLINA
 aureus-token,AUREUSRH, Aureus Token
 firstdoge,FIRSTDOGE, FirstDoge
 goldendiamond9,G9, GoldenDiamond9
 sadbaby,SDBY, Sadbaby
 basix,BASX, Basix
 minecrypto,MCR, MineCrypto
 shade-cash,SHADE, Shade Cash
 kelvpn,KEL, KelVPN
 snake-token,SNK, Snake Token
 stable-ichi,ONEICHI, Stable ICHI
 ai-network,AIN, AI Network
 jetoken,JETS, JETOKEN
 somnium,SOM, Somnium
 dogecoin-2,DOGE2, Dogecoin 2.0
 metavault,MVD, Metavault
 seachain,SEACHAIN, SeaChain
 lofi-defi,LOFI, LOFI-DEFI
 simbcoin-swap,SMBSWAP, Simbcoin Swap
 big-eth,BIGETH, BIG ETH
 neftipedia,NFT, NEFTiPEDiA
 unilab,ULAB, Unilab
 aggregatedfinance,AGFI, AggregatedFinance
 orca-avai,AVAI, Orca AVAI
 cheebs,CHEE, CHEEBS
 center-prime-token,CPX, CenterPrime
 stay-in-destiny-world,SIW, Stay In Destiny World
 hackerlabs-dao,HLD, Hackerlabs DAO
 biontech-tokenized-stock-ftx,BNTX, BioNTech tokenized stock FTX
 timeleap,TIME, Timeleap Finance
 bsc-mithril,MITHRIL, Mithrilverse
 bingo-game,BINGO, Bingo Game
 swaptracker,SWPT, SwapTracker
 dogequeen,DOGEQUEEN, DogeQueen
 cryptotrains,CTRAIN, CryptoTrains
 shibrobi,SHIBORG, Shibrobi
 cryptogram,CRYPTOGRAM, Cryptogram
 kokoswap,KOKO, Kokoswap
 doge-floki-coin,DOFI, Doge Floki Coin
 dinostep,DNS, DinoStep
 revo-network,REVO, Revo Network
 vacay,VACAY, Vacay
 graphene,GFN, Graphene
 tank-wars-zone-tgold,TGOLD, Tank Gold Token
 game-x-change-potion,GXP, Game X Change Potion
 aurussilver,AWS, AurusSILVER
 mollector,MOL, Mollector
 hummingbird-finance,HMNG, Hummingbird Finance
 shibaken-finance,SHIBAKEN, Shibaken Finance
 shield-dao,SLD, Shield
 solanasail,SAIL, SolanaSail
 usdp,USDP, USDP Stablecoin
 dopex-rdpx,RDPX, Dopex Rebate Token
 police-and-thief-game,LOOT, Police and Thief Game
 hornhub-finance,HHUB, HornHub finance
 apecoin,APE, APEcoin.dev
 pandora-protocol,PNDR, Pandora Finance
 sponsee,SPON, Sponsee
 dchess,KING, DChess
 circleswap,CIR, CircleSwap
 jumpn,JST, JUMPN
 tokonft,TKN, TokoNFT
 saltswap-finance,SALT, SaltSwap Finance
 tribex,TRIBEX, TRIBE
 apefund,APEFUND, ApeFund
 crinet,CNT, Crinet
 cheersland,CHEERS, CheersLand
 futurefi,FUFI, FutureFi
 solclout,SCT, SolClout
 baby-pokemoon,BPM, Baby Pokemoon
 hearts,HEART, Hearts
 t99-token,TNN, T99 Token
 little-angry-bunny-v2,LAB v2, Little Angry Bunny v2
 cashbackpro,CBP, CashBackPro
 gladian,GLD, Gladian
 cens-world,CENS, Cens World
 robby,ROBBY, ROBBY
 baby-squid-game,BSG, Baby Squid Game
 tacocat-token,TCT, TacoCat Token
 3x-short-chainlink-token,LINKBEAR, 3X Short Chainlink Token
 handle-fi,FOREX, handleFOREX
 dao-farmer-dfm,DFM, DAO Farmer DFM
 fidelis,FDLS, FIDELIS
 lillion,LIL, Lillion
 oasisbloc,OSB, OASISBloc
 lunes,LUNES, Lunes
 age-of-cryptology,AUR, AUREO
 catchy,CATCHY, Catchy
 kred,KRED, KRED
 fomoeth,FomoETH, FomoETH
 idle-token,IDLE, IDLE Token
 superalgos,SA, Superalgos
 satoshicity,$CITY, SatoshiCity
 happyland,HPW, HappyLand Reward
 asia-reserve-currency-coin,ARCC, Asia Reserve Currency Coin
 wrapped-turtlecoin,WTRTL, Wrapped TurtleCoin
 hungry-bees,HBEE, Hungry Bees
 communifty,CNFT, Communifty
 fanverse,FANV, FanVerse
 hosky-token,HOSKY, Hosky Token
 defi-launch,DLAUNCH, DeFi Launch
 keanu-inu,KEANU, Keanu Inu
 farmers-only,FOX, Farmers Only
 dragon,DRAGON, Dragon
 sola,SOLA, SOLA Token
 milk,MILK, Milk
 nft11,NFT11, NFT11
 vbswap,VBSWAP, vBSWAP
 wolf-inu,WOLF, WOLF INU
 moneydefiswap,MSD, MoneydefiSwap
 webfour,WEBFOUR, Webfour
 gami,GAMI, Gami Studio
 dogedi,DOGEDI, DOGEDI
 paintswap,BRUSH, PaintSwap
 pet-games,PETG, Pet Games
 metaverse-network,METANET, Metaverse Network
 binapet,BPET, Binapet
 the-essential-coin,ESC, The Essential Coin
 boletoken,BOLE, BoleToken
 arteq,ARTEQ, artèQ
 metacyber,METAC, Metacyber
 shibacorgi,SHICO, ShibaCorgi
 obsidium,OBS, Obsidium
 metaufo,METAUFO, MetaUFO
 rocket-global,RCKC, ROCKET GLOBAL
 spectra,SPC, Spectra
 virgo,VGO, Virgo
 urubit,URUB, Urubit
 metapplay,METAP, Metapplay
 pstake,STKATOM, pSTAKE Staked ATOM
 asuna-hentai,ASUNA, Asuna Hentai
 amplify-protocol,AMPT, Amplify Protocol
 parabolic,PARA, Parabolic
 melonx,MLNX, MELONx
 skillchain,SKI, Skillchain
 agrinoble,AGN, Agrinoble
 emanate,EMT, Emanate
 algovest,AVS, AlgoVest
 bitcoin-file,BIFI, Bitcoin File
 dusd-network,DUSD, DUSD Network
 citadao,KNIGHT, CitaDAO
 metalk,META, Metalk
 sleepy-shib,SLEEPY-SHIB, Sleepy-Shib
 jaiho-crypto,JAIHO, Jaiho Crypto
 honeyfarm-finance,HONEY, HoneyFarm Finance
 encrypgen,DNA, EncrypGen
 leo,LEO, Leo
 exalt,EXALT, Exalt
 dojo,DOJO, DOJO
 ghospers-game,GHSP, Ghospers Game
 salmonation,SUI, Salmonation
 satoshicrypto,SATO, SatoshiCrypto
 light-year,LC, Light Year
 empty-set-crypto,ESC, Empty Set Crypto
 promodio,PMD, Promodio
 bankers-dream,BANK$, Bankers Dream
 g9tro-crowdfunding-platform,G9TRO, g9tro Crowdfunding Platform
 easter-floki,EFLOKI, Easter Floki
 wolverinu,WOLVERINU, WOLVERINU
 vase-token,VASE, Vase Token
 thorusfi,THO, Thorus
 daisy-launch-pad,DAISY, Daisy Launch Pad
 bzzone,BZZONE, Bzzone
 orbis,ORBC, ORBIS
 defipie,PIE, DeFiPie
 community-business-token,CBT, Community Business Token
 dynasty-global-investments,DYN, Dynasty Global Investments
 ydragon,YDR, YDragon
 astro-verse,ASV, Astro Verse
 turtle-racing,TURT, Turtle Racing
 coinscan,SCAN, CoinScan
 hapy-coin,HAPY, HAPY Coin
 fairy-forest-nft,FFN, Fairy Forest NFT
 satoshi-monsters,SSM, SatoShi Monsters
 glimpse,GLMS, Glimpse
 solberg,SLB, Solberg
 ttcoin,TC, TTcoin
 adsense-token,ADT, Adsense Token
 ethera,ETA, Ethera
 goma-finance,GOMA, GOMA Finance [OLD]
 shibgotchi,SHIBGOTCHI, SHiBGOTCHi
 midas-dollar,MDO, Midas Dollar
 dreamr,DMR, Dreamr
 atlantis,ATLAS, Atlantis
 leafty,LEAFTY, Leafty
 catzcoin,CATZ, CatzCoin
 one-cash,ONC, One Cash
 gallant,GAL, Gallant
 seeded-network,SEEDED, Seeded Network
 milkywayex,MILKY, MilkyWayEx
 binopoly,BINO, Binopoly
 rifi-united,RU, RIFI United
